1690986305879410688,29.72744,-0.70019,1.35687,0.99875,-0.01941,-0.03149,0.03362,
1690986305979325184,29.85105,-0.70105,1.34843,0.99900,-0.01730,-0.03688,0.01837,
1690986306080361728,29.97280,-0.70262,1.35263,0.99984,-0.00270,-0.01596,0.00714,
1690986306179491072,30.09222,-0.70674,1.36278,0.99997,0.00047,-0.00548,-0.00477,
1690986306279820544,30.21042,-0.71462,1.37037,0.99988,0.00352,0.00443,-0.01441,
1690986306379436800,30.33009,-0.72436,1.36741,0.99986,-0.00377,-0.00823,-0.01415,
1690986306479753728,30.45083,-0.73341,1.36290,0.99971,-0.01309,-0.01986,-0.00214,
1690986306579291648,30.56957,-0.73945,1.36964,0.99957,-0.01461,-0.02279,0.01149,
1690986306679334912,30.68932,-0.74119,1.38618,0.99934,-0.01520,-0.01969,0.02648,
1690986306779699200,30.80665,-0.74111,1.39819,0.99915,-0.01346,-0.00845,0.03791,
1690986306879478272,30.92717,-0.74152,1.39390,0.99879,-0.01617,-0.02149,0.04123,
1690986306979293696,31.05103,-0.74074,1.38193,0.99887,-0.01806,-0.02962,0.03251,
1690986307079624704,31.17523,-0.73877,1.37716,0.99938,-0.01864,-0.02655,0.01352,
1690986307179380992,31.29630,-0.73732,1.38494,0.99964,-0.01729,-0.02021,0.00372,
1690986307279336960,31.41480,-0.73621,1.39486,0.99996,-0.00569,-0.00703,-0.00259,
1690986307379340288,31.53552,-0.74066,1.39243,0.99995,-0.00297,-0.00127,-0.00932,
1690986307479286784,31.65851,-0.74389,1.37993,0.99995,-0.00935,-0.00444,-0.00141,
1690986307579230976,31.78238,-0.74636,1.37082,0.99981,-0.01449,-0.00706,0.01059,
1690986307779419136,32.02287,-0.74346,1.38960,0.99944,-0.00825,0.01456,0.02912,
1690986307979176704,32.26462,-0.73679,1.39480,0.99939,-0.01338,-0.00095,0.03215,
1690986308079166976,32.39009,-0.73274,1.39174,0.99966,-0.01728,-0.01529,0.01226,
1690986308179252224,32.51556,-0.73160,1.39951,0.99972,-0.00935,-0.01824,-0.01147,
1690986308279352064,32.63864,-0.73427,1.41504,0.99976,0.00270,-0.01120,-0.01854,
1690986308478920704,32.87328,-0.75246,1.41661,0.99958,-0.01763,-0.01236,-0.01962,
1690986308579157248,32.99088,-0.76630,1.40438,0.99959,-0.02334,-0.01457,-0.00853,
1690986308679545600,33.10810,-0.78005,1.40156,0.99963,-0.01566,-0.01671,0.01472,
1690986308780607488,33.22615,-0.79081,1.41072,0.99942,-0.00497,-0.01171,0.03170,
1690986308879525888,33.34139,-0.79896,1.42021,0.99883,-0.00307,-0.00289,0.04819,
1690986309079491584,33.57856,-0.81715,1.41057,0.99873,-0.01578,-0.02618,0.04015,
1690986309179125248,33.69887,-0.82223,1.41068,0.99886,-0.01941,-0.03895,0.01986,
1690986309279617280,33.81995,-0.82712,1.42311,0.99891,-0.02178,-0.04124,0.00155,
1690986309379541504,33.93660,-0.83438,1.43639,0.99941,-0.02200,-0.02600,-0.00474,
1690986309579591936,34.18013,-0.85605,1.42388,0.99901,-0.02577,-0.03547,-0.00811,
1690986309779165184,34.42697,-0.87612,1.41030,0.99935,-0.02884,-0.02064,0.00623,
1690986309879271168,34.54332,-0.87918,1.41998,0.99930,-0.03184,-0.01287,0.01461,
1690986309979277056,34.65554,-0.87839,1.42627,0.99924,-0.03366,-0.00743,0.01805,
1690986310079620096,34.77076,-0.87712,1.42076,0.99900,-0.02851,-0.02763,0.02045,
1690986310179353856,34.88388,-0.87426,1.41446,0.99834,-0.01783,-0.05374,0.01042,
1690986310279620096,34.99788,-0.86747,1.41439,0.99856,-0.00980,-0.05191,-0.00961,
1690986310379518976,35.09860,-0.87408,1.43013,0.99880,-0.02661,-0.02568,-0.03199,
1690986310479370496,35.20380,-0.87940,1.43738,0.99905,-0.02855,0.00621,-0.03221,
1690986310579298048,35.31368,-0.88863,1.43558,0.99943,-0.01903,0.01657,-0.02255,
1690986310679270656,35.41934,-0.90023,1.42860,0.99996,-0.00476,-0.00769,0.00219,
1690986310779289856,35.52022,-0.91555,1.43055,0.99832,0.02318,-0.04069,0.03410,
